date,open,high,low,close,volume,marketCap,meanTxFee,txCnt,activeAddressCnt,hashRate,difficulty,revenuePerHash
2022-05-14,29285.643,30192.80319,28702.90953,30101.26645,28579868620,573129618195,2.594383614,292088,1101356,219043595.9,31251101365711,0.000001439393
2022-05-13,29030.91039,30924.80272,28782.32966,29283.10381,42841124537,557525025253,3.434654418,267948,1028898,236132103.6,31251101365711,0.000001408794
2022-05-12,28936.73393,30032.43895,26350.49017,29047.751,66989173272,553017241735,3.090318765,282227,1058679,209722591.1,31251101365711,0.000001399933
2022-05-11,31016.18275,32013.40149,28170.41309,28936.35503,70388855818,550870071634,2.468440851,253805,981424,225257596.9,31251101365711,0.000001373088
2022-05-10,30273.65422,32596.30784,29944.80274,31022.90541,59811038817,590565398299,1.887025864,279809,978190,227185770.4,31251101365711,0.000001536664
2022-05-09,34060.01548,34222.07332,30296.9534,30296.9534,63355494961,576716899023,2.180787202,287708,1067791,229568645.6,29794407589312,0.000001519232
2022-05-08,35502.9402,35502.9402,33878.96457,34059.26425,36763041910,648302121215,1.838840372,223007,813799,229568645.6,29794407589312,0.000001684147
2022-05-07,36042.50369,36129.92552,34940.82467,35501.95414,24375896406,675729532874,2.061990849,234267,837217,211795589.9,29794407589312,0.000001760684
2022-05-06,36573.18236,36624.3596,35482.13274,36040.92235,37795577489,685953792236,2.130501704,288758,1086467,210314500.7,29794407589312,0.000001794234
2022-05-05,39695.74635,39789.28302,35856.51611,36575.14213,43106256317,696088266356,2.539810869,317562,1189734,232530821.9,29794407589312,0.000001822944
2022-05-04,37748.01185,39902.95021,37732.0602,39698.37062,36754404490,755491473700,2.249278692,229490,862312,216238853.3,29794407589312,0.00000196378
2022-05-03,38528.11004,38629.99497,37585.62031,37750.45392,27326943244,718385701943,1.308342864,283138,956710,222163205.9,29794407589312,0.000001860824
2022-05-02,38472.18715,39074.97176,38156.5619,38529.3278,32922642426,733170725791,1.511789665,269678,966035,236974085.3,29794407589312,0.000001903519
2022-05-01,37713.26509,38627.8575,37585.78737,38469.0939,27002760110,731986764312,1.287230327,233382,834397,247341701.3,29794407589312,0.00000189245
2022-04-30,38605.85881,38771.20999,37697.94278,37714.87555,23895713731,717596901509,1.529306551,256188,944577,222163205.9,29794407589312,0.000001862408
2022-04-29,39768.61582,39887.26821,38235.53655,38609.82319,30882994649,734589762490,1.793797644,290674,1059989,222163205.9,29794407589312,0.000001912892
2022-04-28,39241.42853,40269.46512,38941.42258,39773.82837,33903704907,756698317682,1.644771802,272681,1003139,195503621.3,29794407589312,0.000001967885
2022-04-27,38120.30263,39397.91714,37997.31163,39241.12275,30981015184,746531438329,1.531483894,285596,967943,243520196,29794407589312,0.000002001275
2022-04-26,40448.42267,40713.88957,37884.98601,38117.46251,34569088416,725113482674,1.579640508,277059,965991,196436589.4,28225928151211,0.000001988634
2022-04-25,39472.60737,40491.7538,38338.37696,40458.30896,35445730570,769607056243,1.886481409,277416,1003326,227305196.8,28225928151211,0.000002113277
2022-04-24,39478.37344,39845.92474,39233.54094,39469.29356,17964398167,750755023764,1.181793323,217733,796298,239933263.3,28225928151211,0.000002049441
2022-04-23,39738.72327,39935.86065,39352.20302,39486.72871,16138021249,751045477435,1.388948341,238246,857006,228708314.4,28225928151211,0.000002057426
2022-04-22,40525.86192,40777.75864,39315.41841,39740.31985,28011716745,755827581233,1.651112799,261784,945273,189420997.4,28225928151211,0.000002075107
2022-04-21,41371.51505,42893.5802,40063.82867,40527.36408,35372786395,770762297843,1.582697241,279919,970130,237127026.1,28225928151211,0.000002107415
2022-04-20,41501.74424,42126.30013,40961.09755,41374.3782,27819532341,786828424699,1.286162677,283298,961981,224498959.6,28225928151211,0.000002152945
2022-04-19,40828.1742,41672.96176,40618.63419,41502.75042,25303206547,789227424713,1.413137949,273229,945444,173986693.6,28225928151211,0.000002164688
2022-04-18,39721.20292,40986.31883,38696.19152,40826.21439,33705182072,776330593866,1.421721542,248528,930250,188017879.8,28225928151211,0.000002126172
2022-04-17,40417.77627,40570.72778,39620.8936,39716.95423,19087633042,755201997823,1.027559809,211027,760823,231514551.7,28225928151211,0.000002057826
2022-04-16,40552.31769,40633.68071,40078.4255,40424.48329,16833150693,768615440640,1.141609573,220729,774863,188017879.8,28225928151211,0.000002100382
2022-04-15,39939.40396,40617.7208,39866.8304,40553.46327,21756855753,771033872659,1.344696874,258904,893942,221692722.4,28225928151211,0.000002107567
2022-04-14,41160.21915,41451.48014,39695.74443,39935.517,24342001973,759245303311,1.722396819,259632,910470,194402491.3,28225928151211,0.000002076349
2022-04-13,40123.56976,41430.05416,39712.74681,41166.73181,27691105228,782617115810,1.766276264,283767,960119,198950530.6,28587155782195,0.000002123988
2022-04-12,39533.71331,40617.5861,39388.32745,40127.18208,30991500854,762819737794,1.533285073,273114,970523,217424508.9,28587155782195,0.000002063344
2022-04-11,42201.03823,42424.59104,39373.05833,39521.90133,33949912166,751274786459,1.517699687,279217,986075,194687305.6,28587155782195,0.000002038131
2022-04-10,42781.09046,43376.38066,42021.2068,42207.67096,17654475582,802293412897,1.303013406,218201,754197,198950530.6,28587155782195,0.000002167959
2022-04-09,42282.07939,42786.81784,42183.25391,42782.13532,16050772496,813175789802,1.481884137,228357,786423,217424508.9,28587155782195,0.000002190635
2022-04-08,43505.1368,43903.01957,42183.28712,42287.66351,27215995394,803736501494,1.830748911,270556,929602,190424080.6,28587155782195,0.000002179364
2022-04-07,43207.49887,43860.69756,42899.90661,43503.84917,26101973106,826814841543,1.623382698,266096,927811,196108379.9,28587155782195,0.000002243319
2022-04-06,45544.35562,45544.35562,43193.954,43206.73767,39393395788,821131605927,1.602282676,272206,919776,213161284,28587155782195,0.000002228063
2022-04-05,46624.50708,47106.13974,45544.80751,45555.9934,29640604055,865734982991,1.852852572,276073,952254,206055906.3,28587155782195,0.000002354677
2022-04-04,46445.27162,46791.08905,45235.81535,46622.67441,32499785455,885964854050,2.12223343,276178,985718,224529884.6,28587155782195,0.000002405533
2022-04-03,45859.1287,47313.47685,45634.1038,46453.56708,25414397610,882703992271,2.149732775,223619,794992,197529456.3,28587155782195,0.000002392161
2022-04-02,46285.49806,47028.28079,45782.51302,45868.94916,29336594194,871556728553,2.281834701,250576,932911,191845155,28587155782195,0.000002373008
2022-04-01,45554.16381,46616.24377,44403.14101,46281.64398,38162644287,879359612625,3.165373016,286454,1073859,200371607,28587155782195,0.000002406689
2022-03-31,47062.14656,47512.02831,45390.53715,45538.67692,33327427106,865202119216,2.760158722,280038,979952,194529355.8,28587155782195,0.000002384099
2022-03-30,47456.89703,47655.14943,46746.21137,47062.66417,29333883962,894116777852,1.978236014,269490,940234,184232002.7,27452707696466,0.000002531364
2022-03-29,47100.4386,48022.28888,47100.4386,47465.72989,31397059069,901733146417,1.639396532,293194,972049,206066906.5,27452707696466,0.000002542917
2022-03-28,46821.85025,48086.83675,46690.20413,47128.00516,36362175703,895273041065,1.741608318,289835,1029256,216984359.4,27452707696466,0.000002530118
2022-03-27,44505.3571,46827.54619,44437.29365,46820.49346,28160889722,889385706663,1.616620226,219139,812882,178773276.3,27452707696466,0.000002502466
2022-03-26,44349.85843,44735.9956,44166.27514,44500.82842,16950455995,845283757076,1.559533038,229765,825356,219713722.6,27452707696466,0.000002378752
2022-03-25,43964.54622,44999.49306,43706.28603,44348.7309,30574413034,842351457245,1.9663475,286600,1068732,212890313.6,27452707696466,0.000002381353
2022-03-24,42886.65422,44131.85455,42726.16253,43960.93306,31042992291,834943671214,1.910256345,269340,966209,195149455.6,27452707696466,0.000002361484
2022-03-23,42364.37805,42893.50668,41877.5094,42892.95748,25242943069,814620088889,1.741418651,266381,972037,197878816.9,27452707696466,0.000002292353
2022-03-22,41074.10452,43124.70807,40948.28074,42358.80843,32004652376,804437952236,1.750848733,260695,920483,203337543.3,27452707696466,0.000002272594
2022-03-21,41246.13285,41454.41043,40668.0417,41077.99799,24615543271,780074755650,1.507885857,260248,941088,208796269.8,27452707696466,0.000002198466
2022-03-20,42191.40531,42241.16478,41004.75956,41247.82345,20127946682,783260570384,1.255359595,211211,780069,210160950.4,27452707696466,0.000002203519
2022-03-19,41794.64783,42316.55446,41602.66838,42190.65346,19664853187,801124017583,1.363261049,236675,864890,211525633,27452707696466,0.000002254199
2022-03-18,40944.84168,42195.74476,40302.39805,41801.1545,34421564942,793688176484,1.724490766,266839,1004891,195149455.6,27452707696466,0.000002244375
2022-03-17,41140.84482,41287.5352,40662.8706,40951.37988,22009601093,777515183730,1.550988545,272685,1009859,217498770.5,27452707696466,0.000002188888
2022-03-16,39335.5694,41465.45171,39022.34709,41143.92804,39616916192,781131586213,1.522409508,276789,1014991,212277837.8,27550332084344,0.000002193944
2022-03-15,39664.25003,39794.63026,38310.21258,39338.78549,23934000868,746821744421,1.468796295,266692,949102,190365287.1,27550332084344,0.000002102617
2022-03-14,37846.31644,39742.50072,37680.73447,39666.75582,24322159070,753013859090,1.571291666,263759,936153,209538768.8,27550332084344,0.000002117132
2022-03-13,38884.72485,39209.35043,37728.14436,37849.6628,17300745310,718481905386,1.227636066,206930,751546,206799699.7,27550332084344,0.000002011228
2022-03-12,38794.46319,39308.59906,38772.53588,38904.0134,14616450657,738459914964,1.366405641,222124,787792,213647371.4,27550332084344,0.000002073816
2022-03-11,39439.96953,40081.67925,38347.43316,38794.97314,26364890465,736353069777,1.685020816,252248,903967,188995751.6,27550332084344,0.000002076764
2022-03-10,41974.06924,42004.72715,38832.94127,39437.45977,31078064711,748513363763,1.760119082,259229,993366,198582492.4,27550332084344,0.000002112024
2022-03-09,38742.81608,42465.67291,38706.09478,41982.92635,32284121034,796787661849,1.755996826,272021,960901,188995751.6,27550332084344,0.000002247109
2022-03-08,38059.90429,39304.44285,37957.38653,38737.2685,25776583476,735156346355,1.587744568,258526,962840,202691097,27550332084344,0.000002068896
2022-03-07,38429.30278,39430.22806,37260.20171,38062.04021,28546143503,722305696828,1.682652449,255761,917289,202691097,27550332084344,0.000002039464
2022-03-06,39404.19892,39640.17675,38211.64796,38419.98338,19745229902,729062407067,1.746402103,205542,771254,179409010.7,27550332084344,0.000002051389
2022-03-05,39148.44971,39566.33619,38777.03642,39400.58414,16975917450,747638613405,1.951077655,226147,801293,168452736.3,27550332084344,0.000002110548
2022-03-04,42458.14112,42479.61314,38805.84954,39137.60364,28516271427,742617908335,2.300238755,257979,949176,190365287.1,27550332084344,0.000002101657
2022-03-03,43925.19506,44021.57834,41914.7491,42451.78959,24967782593,805466458785,3.177609674,270823,1011448,204804563.2,27550332084344,0.000002269911
2022-03-02,44357.61524,45077.57695,43432.85178,43924.11644,29183112630,833361543695,4.309169785,289957,1091796,189074637.4,27967152532434,0.000002365098
2022-03-01,43194.50421,44793.60045,42952.58405,44354.63751,32479047645,841491170716,3.280306517,275460,1065354,225221260.3,27967152532434,0.000002353254
2022-02-28,37706.00127,43760.45702,37518.2146,43193.23403,35690014104,819414782676,1.507387775,274389,981066,214099221.9,27967152532434,0.000002269067
2022-02-27,39098.69891,39778.94237,37268.97752,37709.78375,23450127612,715351995828,1.253860502,206112,768705,189074637.4,27967152532434,0.0000019756
2022-02-26,39213.08378,40005.34873,38702.53371,39105.14782,17467554129,741789694059,1.186148278,221994,818914,173781837.5,27967152532434,0.000002049737
2022-02-25,38333.74714,39630.32242,38111.34189,39214.22063,26545599159,743827806938,1.720414947,260990,936543,186294129.8,27967152532434,0.000002073999
2022-02-24,37278.56507,38968.84122,34459.21773,38332.60983,46383802093,727072550320,1.559681621,255800,958866,183513620.2,27967152532434,0.000002017149
2022-02-23,38285.28261,39122.3939,37201.81601,37296.572,21849073843,707390766255,1.203564749,253563,859810,208538204.6,27967152532434,0.000001958168
2022-02-22,37068.77144,38359.85366,36488.93226,38286.02709,25493150450,726121533658,1.298124147,256251,886571,211318714.3,27967152532434,0.000002005983
2022-02-21,38423.20987,39394.43583,36950.47572,37075.27935,29280402798,703124071472,1.53548771,238620,886316,171001327.9,27967152532434,0.00000195509
2022-02-20,40118.10062,40119.89006,38112.81394,38431.37812,18340576452,728812385562,1.107202598,202691,741534,200196675.8,27967152532434,0.000002018898
2022-02-19,40026.02251,40418.87922,39713.05833,40122.15477,13736557863,760839429984,1.230943741,218004,839236,207147948.8,27967152532434,0.00000210127
2022-02-18,40552.13257,40929.15323,39637.6186,40030.9756,23310007704,759074084514,1.423171596,258376,940726,186294129.8,27967152532434,0.000002106434
2022-02-17,43937.07162,44132.97418,40249.373,40538.01283,26246662813,768654436207,1.599222755,256201,931220,213573837.4,27967152532434,0.000002181695
2022-02-16,44578.27621,44578.27621,43456.69294,43961.85939,19792547657,833531932920,1.656430011,267496,925324,206979739.9,26690525287406,0.000002427278
2022-02-15,42586.46461,44667.21698,42491.03376,44575.20333,22721659051,845117683687,2.046212433,272685,1013694,232188811.9,26690525287406,0.000002454646
2022-02-14,42157.39915,42775.77832,41681.95611,42586.91969,20827783012,807375855006,1.920356669,249689,899786,202999360.9,26690525287406,0.000002352445
2022-02-13,42236.56643,42693.05285,41950.94174,42197.51534,14741589015,799950408997,1.747319578,212378,829229,209633326.5,26690525287406,0.000002321032
2022-02-12,42412.30031,42992.55156,41852.57272,42244.46999,18152390304,800797790301,2.279053746,224735,1060262,248110329.8,26690525287406,0.000002323228
2022-02-11,43571.13046,43810.83038,42114.53964,42407.93794,26954925781,803848273503,2.701549981,258085,987669,188404635.4,26690525287406,0.00000235219
2022-02-10,44347.79883,45661.17314,43402.80824,43565.11217,32142048537,825745116530,3.314690045,261192,1029721,195038601,26690525287406,0.00000242927
2022-02-09,44096.70449,44727.79989,43232.96716,44338.79776,23245887300,840369284541,2.444055229,263940,998247,185751048.8,26690525287406,0.000002461198
2022-02-08,43854.65362,45293.86624,42807.83574,44118.44626,33079398868,836154543908,2.331599411,277455,1014770,204326153.3,26690525287406,0.000002444697
2022-02-07,42406.78133,44401.86351,41748.15531,43840.28658,28641855926,830838884165,2.431888388,262908,927917,180443875.5,26690525287406,0.00000243388
2022-02-06,41441.12079,42500.78693,41244.90763,42412.43424,16142097334,803744511638,1.981517774,221803,891700,206979739.9,26690525287406,0.000002333985
2022-02-05,41501.48057,41847.16329,41038.09586,41441.16482,19652846215,785297889648,2.231086266,253867,951087,157888392,26690525287406,0.000002304609
2022-02-04,37149.26414,41527.78558,37093.62957,41500.87538,29412210792,786396684548,2.355932614,249753,885216,172457231.4,26690525287406,0.000002279541
2022-02-03,36944.80524,37154.60024,36375.53734,37154.60024,18591534769,704010232687,1.489717618,267726,931571,194692668,26643185256535,0.000002047717
2022-02-02,38743.71343,38834.61783,36832.72867,36952.98493,19155189416,700155817836,1.633220442,275434,954043,202639308.2,26643185256535,0.000002043399
2022-02-01,38481.76537,39115.13228,38113.66309,38743.27257,20288500328,734039224255,2.026283244,274556,1058396,203963747.3,26643185256535,0.000002150083
2022-01-31,37920.28099,38647.26098,36733.57287,38483.12631,20734730465,729073641688,1.945826597,262993,993797,189394909.8,26643185256535,0.000002132019
2022-01-30,38151.91882,38266.3398,37437.70921,37917.60273,14643548444,718325967803,1.961848105,208908,780477,193368229,26643185256535,0.000002099105
2022-01-29,37780.71379,38576.26364,37406.47369,38138.17857,17194183075,722469136410,2.015251489,227066,800040,197341548.1,26643185256535,0.000002107138
2022-01-28,37128.4442,37952.87784,36211.1082,37784.33326,22238830523,715731622071,1.800818648,266473,953545,203963747.3,26643185256535,0.00000209008
2022-01-27,36841.88061,37148.32228,35629.27989,37138.23432,25041426629,703456873493,1.689681211,252850,894323,173501629.5,26643185256535,0.000002050559
2022-01-26,36950.51483,38825.40869,36374.90791,36852.12259,31324598034,698006361956,1.698775289,258696,872302,172177190.4,26643185256535,0.000002040885
2022-01-25,36654.80592,37444.56935,35779.4288,36954.00201,26428189594,699907393886,1.490297825,266941,892344,201314869.1,26643185256535,0.000002041141
2022-01-24,36275.73295,37247.52133,33184.05957,36654.32918,41856658597,694196560317,1.601296798,271583,967257,198665989.1,26643185256535,0.000002027608
2022-01-23,35047.36029,36433.31266,34784.96716,36276.80469,26017975951,687012848062,1.362703358,208492,764279,186746029.8,26643185256535,0.000001998654
2022-01-22,36471.59,36688.81082,34349.24919,35030.25177,39714385405,663374008017,1.541940986,246984,980566,177474950.5,26643185256535,0.000001936264
2022-01-21,40699.60698,41060.52737,35791.42655,36457.3181,43011992031,690368973093,1.647626768,272514,1017544,176007153.5,26643185256535,0.000002039275
2022-01-20,41744.02806,43413.02394,40672.82385,40680.41991,20382033940,770304579439,1.506753984,272287,944092,204748985.3,24371874614346,0.000002456652
2022-01-19,42374.04061,42478.30484,41242.91312,41744.32984,23091543258,790406427118,1.346400403,267790,940760,209595115.5,24371874614346,0.000002514963
2022-01-18,42250.07314,42534.40392,41392.2167,42375.63284,22417209227,802313747480,1.507157359,267423,906852,164768413.6,24371874614346,0.000002561786
2022-01-17,43118.1201,43179.3911,41680.32156,42250.54937,21690904261,799910089279,1.482037704,258684,963405,195056726.6,24371874614346,0.000002543093
2022-01-16,43172.03889,43436.8075,42691.02423,43113.88011,17902097845,816211499221,1.27650318,217903,768912,212018180.6,24371874614346,0.000002592701
2022-01-15,43101.89961,43724.67318,42669.03522,43177.39679,18371348298,817364571824,1.374404315,234931,819060,201114388.5,24371874614346,0.000002598359
2022-01-14,42598.87289,43346.68857,41982.61665,43099.69983,23577403399,815850639036,1.533161176,262404,959705,192633661.5,24371874614346,0.000002597739
2022-01-13,43946.74172,44278.42326,42447.04415,42591.57226,47691135082,806189762638,1.620673422,276789,943218,216864310.8,24371874614346,0.0000025691
2022-01-12,42742.17841,44135.36851,42528.98645,43949.10069,33499938689,831836978396,1.823942991,266587,958871,168403012.1,24371874614346,0.000002658236
2022-01-11,41819.50697,43001.15712,41407.75387,42735.85412,26327648900,808834801011,1.866830996,285302,973363,191422128,24371874614346,0.000002585796
2022-01-10,41910.23083,42199.48504,39796.57171,41821.26314,32104232331,791484886194,1.788092827,269292,977953,172037608.9,24371874614346,0.000002529192
2022-01-09,41734.72756,42663.95048,41338.15971,41911.60154,21294384372,793156354744,1.549800447,203966,734904,170826077.2,24371874614346,0.000002522367
2022-01-08,41561.46587,42228.94204,40672.27545,41733.9431,28066355845,789758782727,1.812021889,226064,823193,174267690.7,24371874614346,0.000002525748
2022-01-07,43153.57088,43153.57088,41077.4462,41557.90116,84196607520,786389774194,2.317658763,255659,961733,168921783.1,24272331996980,0.000002529403
2022-01-06,43565.51173,43748.72031,42645.54095,43160.92842,30208048289,816685390313,2.404900365,258406,937879,176161288.7,24272331996980,0.000002627483
2022-01-05,45899.35874,46929.04579,42798.22426,43569.00335,36851084859,824368284530,2.617515665,274757,1023484,180987625.8,24272331996980,0.000002655792
2022-01-04,46458.85144,47406.5483,45752.46356,45897.57583,42494677905,868383282082,2.210372028,274049,971141,177367872.1,24272331996980,0.000002791716
2022-01-03,47343.54377,47510.72617,45835.96303,46458.11696,33071628362,878946596803,2.309664657,241163,948843,168921783.1,24272331996980,0.000002823172
2022-01-02,47680.92662,47881.40623,46856.93631,47345.22056,27951569547,895688387523,2.23030547,194826,734444,190640298.2,24272331996980,0.000002865295
2022-01-01,46311.74466,47827.31099,46288.4861,47686.81151,24582667004,902104193385,2.324257658,188065,695722,207532476.1,24272331996980,0.000002875726
2021-12-31,47169.37286,48472.52749,45819.95455,46306.44612,36974172400,875939356679,3.101157349,262509,1093396,179781040.7,24272331996980,0.000002831521
2021-12-30,46490.60605,47879.9655,46060.31317,47178.12584,26686491018,892386327929,3.458262834,245011,977727,143583516.2,24272331996980,0.00000289222
2021-12-29,47623.87046,48119.74095,46201.49437,46444.71049,30049226299,878478755242,2.775207604,276509,1142870,174954703.6,24272331996980,0.000002836787
2021-12-28,50679.85938,50679.85938,47414.20993,47588.85478,33430376883,900076230597,3.143083794,269681,1051572,161682279.3,24272331996980,0.000002918808
2021-12-27,50802.60893,51956.32635,50499.46868,50640.4188,24324345758,957746390396,2.747068105,248198,992531,178574457.3,24272331996980,0.00000308957
2021-12-26,50428.6927,51196.37729,49623.10421,50809.51501,20964372926,960899995735,1.974022194,201930,774902,161682279.3,24272331996980,0.000003074033
2021-12-25,50854.91867,51176.59879,50236.7065,50429.8578,19030650914,953678082633,2.021088513,204665,866151,177168715.8,24272331996980,0.000003063463
2021-12-24,50806.0505,51814.02851,50514.49429,50822.19652,24367912228,961051547919,2.370081552,256631,974212,181615890,24195286980614,0.000003093088
2021-12-23,48626.34378,51332.34038,48065.83753,50784.53818,28223878108,960290825000,1.920500203,292194,991240,182818645.2,24195286980614,0.000003085583
2021-12-22,48937.09634,49544.79644,48450.93973,48628.50993,24447979559,919476035254,1.821084493,286626,992589,178007627.8,24195286980614,0.000002962454
2021-12-21,46886.07746,49300.91971,46698.77412,48936.61415,27055803928,925255868119,1.929415876,303464,1009227,193643433.3,24195286980614,0.000002986967
2021-12-20,46707.06445,47401.71795,45579.81014,46880.27896,30961902129,886331446165,1.93359716,266803,1015255,173196610.5,24195286980614,0.000002858506
2021-12-19,46853.868,48089.66435,46502.95455,46707.01488,25154053861,883011296030,1.590048401,214374,755797,179210381.3,24195286980614,0.000002841334
2021-12-18,46219.25542,47313.82878,45598.44261,46848.77677,26098292690,885650029984,1.680132575,234236,855978,153952542.9,24195286980614,0.000002850614
2021-12-17,47653.72985,48004.89375,45618.21608,46202.14338,32902725329,873389147689,2.353791774,260119,979005,179210381.3,24195286980614,0.000002826266
2021-12-16,48900.46291,49425.57314,47529.88077,47665.42608,27268150947,901005821508,1.919884536,256019,873836,138316737.4,24195286980614,0.000002907779
2021-12-15,48379.75423,49473.95579,46671.96674,48896.72083,36541828520,924244252417,1.980570044,280841,1058257,169588348.4,24195286980614,0.000002974806
2021-12-14,46709.82246,48431.39957,46424.49602,46612.63351,34638619079,881018067731,2.002214606,281921,966596,178007627.8,24195286980614,0.000002941201
2021-12-13,50114.74099,50204.99826,45894.84739,46737.48224,32166727776,883345705454,2.250842122,281785,996713,169588348.4,24195286980614,0.00000285712
2021-12-12,49354.85494,50724.86574,48725.85302,50098.33514,21939223599,946823114555,1.517132676,211066,725043,168385593.2,24195286980614,0.000003037405
2021-12-11,47264.6347,49458.21279,46942.34782,49362.50834,25775869261,932873019896,1.69124347,222133,805461,176623989.9,24195286980614,0.000003074844
2021-12-10,47642.14355,50015.25299,47023.69802,47243.30568,30966005122,892777676312,2.052608898,270853,930831,173208616,22335659268936,0.000003127738
2021-12-09,50450.08205,50797.16544,47358.35327,47672.12239,29603577251,900835068960,2.00236286,285532,1123743,180980797.4,22335659268936,0.000003159767
2021-12-08,50667.64768,51171.37531,48765.98692,50504.79554,28479699446,954312404511,2.016491128,268196,927369,186532356.8,22335659268936,0.000003323725
2021-12-07,50581.83005,51934.7819,50175.80752,50700.08434,33676814852,957948940989,1.915255286,284544,983177,170987992.6,22335659268936,0.000003331873
2021-12-06,49413.4791,50929.51909,47281.03538,50582.6254,37707308001,955680910792,2.35191869,286268,1078373,190973602.2,22335659268936,0.000003333236
2021-12-05,49201.5184,49768.14898,47857.49687,49368.8471,37198201161,932695365142,4.721589399,221615,978899,184311733.4,22335659268936,0.000003279422
2021-12-04,53727.87809,53904.67951,42874.61686,49200.70462,61385677469,929467386770,3.594559882,244342,961294,172098305.1,22335659268936,0.000003261878
2021-12-03,56509.16536,57482.16927,52496.58536,53598.24647,39789134215,1012490599979,2.482312243,289452,1010596,186532356.8,22335659268936,0.000003541345
2021-12-02,57217.37105,57349.23498,55895.13286,56477.81748,32379968686,1066829261574,3.337259075,315565,1184757,172098305.1,22335659268936,0.000003757258
2021-12-01,56907.96673,59041.68524,56553.08077,57229.8299,36858195307,1080977744339,4.073546645,284941,1057704,152112695.5,22335659268936,0.000003813691
2021-11-30,57830.11382,59113.4009,56057.28223,57005.42547,36708594618,1076689232562,2.577930128,296340,977183,148781761.1,22335659268936,0.000003779359
2021-11-29,57291.90473,58872.88058,56792.52541,57806.56622,32370840356,1091773828974,2.152912818,303388,993217,158774565.9,22335659268936,0.000003821206
2021-11-28,54813.0247,57393.84375,53576.73582,57248.45838,28116886357,1081180416262,1.959046055,215317,816560,155140985.1,22335659268936,0.000003741857
2021-11-27,53736.43153,55329.25965,53668.35522,54815.0793,30560857714,1035176249679,1.903514145,238622,777970,161180737.9,22674148233453,0.000003539067
2021-11-26,58960.28518,59183.48147,53569.76396,53569.76396,41810748221,1011613083342,2.679270768,291679,996141,148782219.5,22674148233453,0.000003513633
2021-11-25,57165.41727,59367.96799,57146.6852,57274.67945,34284016248,1081500188674,3.047797056,287824,973237,146527943.3,22674148233453,0.000003856374
2021-11-24,57565.85011,57803.06653,55964.22107,56280.42711,36635566789,1062661698465,2.722236799,295032,1071921,176960669.9,22674148233453,0.000003719806
2021-11-23,56304.55539,57875.5164,55632.75991,57569.07488,37485803899,1086985075773,2.441149957,282832,909010,148782219.5,22674148233453,0.000003753102
2021-11-22,58706.84938,59266.35847,55679.8404,56289.28732,35036121783,1062772703759,2.503994161,286930,947435,158926461.7,22674148233453,0.000003670933
2021-11-21,59730.50797,60004.42638,58618.93143,58730.47664,26123447605,1108812311533,2.455166836,218828,842004,148782219.5,22674148233453,0.000003830421
2021-11-20,58115.08035,59859.88044,57469.72566,59697.19713,30624264863,1127014430118,2.980303754,248520,848464,163435012.5,22674148233453,0.000003887078
2021-11-19,56896.12868,58351.11327,55705.18068,58119.57619,38702407772,1097177697853,2.791057051,283868,976682,154417909.2,22674148233453,0.000003782635
2021-11-18,60360.13769,60948.49844,56550.79164,56942.13624,41388338699,1074900976539,2.290508296,295608,990087,162307875.2,22674148233453,0.000003693249
2021-11-17,60139.62011,60823.61052,58515.40989,60368.01182,39178392930,1139519389072,2.767098185,288569,993545,167943565,22674148233453,0.000003915639
2021-11-16,63721.19519,63721.19519,59016.33716,60161.24704,46844335592,1135559300073,2.614980282,301154,1030573,169070703.9,22674148233453,0.000003925318
2021-11-15,65521.28934,66281.56971,63548.14342,63557.87152,30558763548,1199611097094,2.777102598,291313,1083387,170197841.2,22674148233453,0.000004146618
2021-11-14,64455.37164,65495.18049,63647.80825,65466.84102,25122092191,1235578996842,2.573325169,222847,806451,175346393,22674148233453,0.000004249941
2021-11-13,64158.12268,64915.67488,63303.73383,64469.52902,30474228777,1216695126358,2.779408668,234794,828248,164733856.4,21659344833265,0.000004372439
2021-11-12,64863.98035,65460.81498,62333.91311,64155.94184,36084893887,1210715199478,3.415408996,287476,975353,152890245.6,21659344833265,0.000004379498
2021-11-11,64978.8903,65579.01476,64180.48893,64949.96191,35880633236,1225643127560,3.382619832,293052,1037951,170117315.4,21659344833265,0.000004432009
2021-11-10,66953.33937,68789.62594,63208.115,64995.22939,48730828378,1226431510693,4.029770732,295892,1022756,160427088.5,21659344833265,0.000004436683
2021-11-09,67549.73558,68530.33969,66382.06101,66971.8281,42357991721,1263667113597,4.55847409,336872,1195638,163657165.2,21659344833265,0.000004616448
2021-11-08,63344.06722,67673.73912,63344.06722,67566.83009,41125608330,1274831490851,3.92282516,294064,1018796,145353402.7,21659344833265,0.00000462968
2021-11-07,61554.92181,63326.98903,61432.48911,63326.98903,24726754302,1194778776481,2.685667118,222930,826432,164733856.4,21659344833265,0.000004277689
2021-11-06,61068.87345,61590.68243,60163.78155,61527.48179,29094934221,1160769349887,2.78452848,237201,825483,165810547.5,21659344833265,0.000004174987
2021-11-05,61460.07904,62541.46769,60844.60761,61125.67427,30605102446,1153128571128,3.762230204,282446,1037437,166887240.3,21659344833265,0.000004172394
2021-11-04,62941.80403,63123.28892,60799.66248,61452.23059,32615846901,1159231375022,3.389556666,286047,998917,153966938.3,21659344833265,0.000004197659
2021-11-03,63254.33488,63516.93758,61184.24018,62970.04743,36124731509,1187808286560,3.558272089,290879,1069212,173347392,21659344833265,0.000004298834
